City_Name,District_Name,Area_Name,Latitude,Longitude,Tourist_Place,Hidden_Place,Nearby_Hotel_Name,Hotel_Rating,Hotel_Address,Restaurant_Name,Restaurant_Rating,Restaurant_Address,Tiffin_Center_Name,Tiffin_Address,Lunch_Meals_Hotel,Lunch_Address,Accommodation_Details,Emergency_Service,Emergency_Address,Rating,Description,Final_Rating,Entry_Fee,Hotel
Tuni,Anakapalli,Tuni East Veedhi,15.871006,79.750413,Tuni East Veedhi Cultural Museum,Tuni East Veedhi Ancient Stepwell,Grand Tuni East Veedhi Boutique Hotel,4.3,"Near Tuni East Veedhi Main Junction, Tuni",Tuni East Veedhi Biryani House,3.6,"Opposite Tuni Local Shiva Temple, Tuni East Veedhi, Tuni",New Tuni East Veedhi Tiffin Centre,"Market Road, Tuni East Veedhi, Tuni",Tuni East Veedhi Biryani House,"Highway Bypass / Tuni East Veedhi Center, Tuni",Grand Tuni East Veedhi Boutique Hotel / Similar Accommodations,Tuni East Veedhi Fire & Rescue,"Main Road, Tuni East Veedhi, Tuni",4.0,,4.0,,
Tuni,Anakapalli,Tuni West Palem,15.914362,79.783445,Tuni West Palem Central Park,Tuni West Palem Sunset Hill,The Tuni West Palem Residency,4.2,"Near Tuni West Palem Main Junction, Tuni",Tuni West Palem Spice Dhaba,3.9,"Opposite Tuni Local Shiva Temple, Tuni West Palem, Tuni",Namma Tuni West Palem Tiffin Centre,"Market Road, Tuni West Palem, Tuni",Tuni West Palem Spice Dhaba,"Highway Bypass / Tuni West Palem Center, Tuni",The Tuni West Palem Residency / Similar Accommodations,Tuni West Palem Primary Health Centre,"Main Road, Tuni West Palem, Tuni",4.0,,4.0,,
Tuni,Anakapalli,Gandhi Puram Phase 1,15.974021,79.778183,Gandhi Puram Phase 1 Central Park,Gandhi Puram Phase 1 Ancient Stepwell,The Gandhi Puram Phase 1 Suites,4.3,"Near Gandhi Puram Phase 1 Main Junction, Tuni",Gandhi Puram Phase 1 Multi-Cuisine,4.7,"Opposite Tuni Lake Promenade, Gandhi Puram Phase 1, Tuni",New Gandhi Puram Phase 1 Tiffin Centre,"Market Road, Gandhi Puram Phase 1, Tuni",Gandhi Puram Phase 1 Multi-Cuisine,"Highway Bypass / Gandhi Puram Phase 1 Center, Tuni",The Gandhi Puram Phase 1 Suites / Similar Accommodations,Gandhi Puram Phase 1 Fire & Rescue,"Main Road, Gandhi Puram Phase 1, Tuni",4.0,,4.0,,
Tuni,Anakapalli,Tuni Main Bazar,15.875163,79.654255,Tuni Heritage Temple,Tuni Hidden Creek,Hotel Tuni Lodge,4.4,"Near Tuni Main Bazar Main Junction, Tuni",Tuni Flavours,3.6,"Opposite Tuni Local Shiva Temple, Tuni Main Bazar, Tuni",New Tuni Darshini,"Market Road, Tuni Main Bazar, Tuni",Tuni Flavours,"Highway Bypass / Tuni Main Bazar Center, Tuni",Hotel Tuni Lodge / Similar Accommodations,Tuni Government Hospital,"Main Road, Tuni Main Bazar, Tuni",4.0,,4.0,Free,
Tuni,Anakapalli,Srinivasa Enclave,15.919406,79.807663,Srinivasa Enclave Lake Viewpoint,Srinivasa Enclave Old Fort Ruins,The Srinivasa Enclave Residency,4.5,"Near Srinivasa Enclave Main Junction, Tuni",Srinivasa Enclave Spice Dhaba,3.6,"Opposite Tuni Heritage Museum, Srinivasa Enclave, Tuni",Authentic Srinivasa Enclave Cafe,"Market Road, Srinivasa Enclave, Tuni",Srinivasa Enclave Spice Dhaba,"Highway Bypass / Srinivasa Enclave Center, Tuni",The Srinivasa Enclave Residency / Similar Accommodations,Srinivasa Enclave Local Police Station,"Main Road, Srinivasa Enclave, Tuni",4.0,,4.0,,
Tuni,Anakapalli,Tuni East Extension,15.994217,79.656644,Tuni East Extension Central Park,Tuni East Extension Old Fort Ruins,The Tuni East Extension Suites,4.5,"Near Tuni East Extension Main Junction, Tuni",Tuni East Extension Spice Dhaba,3.8,"Opposite Tuni City Central Park, Tuni East Extension, Tuni",Namma Tuni East Extension Cafe,"Market Road, Tuni East Extension, Tuni",Tuni East Extension Spice Dhaba,"Highway Bypass / Tuni East Extension Center, Tuni",The Tuni East Extension Suites / Similar Accommodations,Tuni East Extension Government Hospital,"Main Road, Tuni East Extension, Tuni",4.0,,4.0,,
Tuni,Anakapalli,Venkateswara Cross Roads,15.931061,79.771307,Venkateswara Cross Roads Cultural Museum,Venkateswara Cross Roads Hidden Creek,The Venkateswara Cross Roads Boutique Hotel,4.5,"Near Venkateswara Cross Roads Main Junction, Tuni",Venkateswara Cross Roads Spice Dhaba,4.4,"Opposite Tuni Heritage Museum, Venkateswara Cross Roads, Tuni",Authentic Venkateswara Cross Roads Tiffin Centre,"Market Road, Venkateswara Cross Roads, Tuni",Venkateswara Cross Roads Spice Dhaba,"Highway Bypass / Venkateswara Cross Roads Center, Tuni",The Venkateswara Cross Roads Boutique Hotel / Similar Accommodations,Venkateswara Cross Roads Government Hospital,"Main Road, Venkateswara Cross Roads, Tuni",4.0,,4.0,,
Tuni,Anakapalli,Balaji Layout,15.947275,79.768318,Balaji Layout Historic Monument,Balaji Layout Sunset Hill,The Balaji Layout Lodge,4.4,"Near Balaji Layout Main Junction, Tuni",Balaji Layout Biryani House,4.7,"Opposite Tuni Botanical Garden, Balaji Layout, Tuni",New Balaji Layout Cafe,"Market Road, Balaji Layout, Tuni",Balaji Layout Biryani House,"Highway Bypass / Balaji Layout Center, Tuni",The Balaji Layout Lodge / Similar Accommodations,Balaji Layout Primary Health Centre,"Main Road, Balaji Layout, Tuni",4.0,,4.0,,
Tuni,Anakapalli,Maruthi Ram Enclave,15.887547,79.642599,Maruthi Ram Enclave Heritage Temple,Maruthi Ram Enclave Ancient Stepwell,Hotel Maruthi Ram Enclave Inn,4.8,"Near Maruthi Ram Enclave Main Junction, Tuni",Maruthi Ram Enclave Multi-Cuisine,4.0,"Opposite Tuni City Central Park, Maruthi Ram Enclave, Tuni",New Maruthi Ram Enclave Tiffin Centre,"Market Road, Maruthi Ram Enclave, Tuni",Maruthi Ram Enclave Multi-Cuisine,"Highway Bypass / Maruthi Ram Enclave Center, Tuni",Hotel Maruthi Ram Enclave Inn / Similar Accommodations,Maruthi Ram Enclave Local Police Station,"Main Road, Maruthi Ram Enclave, Tuni",4.0,,4.0,Free,
Tuni,Anakapalli,Vidya Palem,15.84698,79.724927,Vidya Palem Heritage Temple,Vidya Palem Hidden Creek,Grand Vidya Palem Lodge,4.3,"Near Vidya Palem Main Junction, Tuni",Vidya Palem Multi-Cuisine,4.4,"Opposite Tuni Lake Promenade, Vidya Palem, Tuni",Sri Vidya Palem Darshini,"Market Road, Vidya Palem, Tuni",Vidya Palem Multi-Cuisine,"Highway Bypass / Vidya Palem Center, Tuni",Grand Vidya Palem Lodge / Similar Accommodations,Vidya Palem Primary Health Centre,"Main Road, Vidya Palem, Tuni",4.0,,4.0,Free,
Tuni,Anakapalli,Maha Layout,15.980051,79.764334,Maha Layout Cultural Museum,Maha Layout Sunset Hill,Hotel Maha Layout Suites,4.1,"Near Maha Layout Main Junction, Tuni",Maha Layout Family Restaurant,3.5,"Opposite Tuni Historic Fort Ruins, Maha Layout, Tuni",Authentic Maha Layout Cafe,"Market Road, Maha Layout, Tuni",Maha Layout Family Restaurant,"Highway Bypass / Maha Layout Center, Tuni",Hotel Maha Layout Suites / Similar Accommodations,Maha Layout Primary Health Centre,"Main Road, Maha Layout, Tuni",4.0,,4.0,,
Tuni,Anakapalli,Srinivasa Nagar,15.97502,79.795075,Srinivasa Nagar Central Park,Srinivasa Nagar Sunset Hill,Grand Srinivasa Nagar Lodge,4.2,"Near Srinivasa Nagar Main Junction, Tuni",Srinivasa Nagar Family Restaurant,3.6,"Opposite Tuni Heritage Museum, Srinivasa Nagar, Tuni",Sri Srinivasa Nagar Cafe,"Market Road, Srinivasa Nagar, Tuni",Srinivasa Nagar Family Restaurant,"Highway Bypass / Srinivasa Nagar Center, Tuni",Grand Srinivasa Nagar Lodge / Similar Accommodations,Srinivasa Nagar Government Hospital,"Main Road, Srinivasa Nagar, Tuni",4.0,,4.0,,
Tuni,Anakapalli,Tuni West Agraharam,15.884563,79.684065,Tuni West Agraharam Lake Viewpoint,Tuni West Agraharam Ancient Stepwell,Grand Tuni West Agraharam Boutique Hotel,4.9,"Near Tuni West Agraharam Main Junction, Tuni",Tuni West Agraharam Multi-Cuisine,4.7,"Opposite Tuni City Central Park, Tuni West Agraharam, Tuni",New Tuni West Agraharam Cafe,"Market Road, Tuni West Agraharam, Tuni",Tuni West Agraharam Multi-Cuisine,"Highway Bypass / Tuni West Agraharam Center, Tuni",Grand Tuni West Agraharam Boutique Hotel / Similar Accommodations,Tuni West Agraharam Local Police Station,"Main Road, Tuni West Agraharam, Tuni",4.0,,4.0,,
Tuni,Anakapalli,Maruthi Krishna Phase 1,15.919875,79.712333,Maruthi Krishna Phase 1 Central Park,Maruthi Krishna Phase 1 Old Fort Ruins,Grand Maruthi Krishna Phase 1 Residency,4.8,"Near Maruthi Krishna Phase 1 Main Junction, Tuni",Maruthi Krishna Phase 1 Family Restaurant,4.6,"Opposite Tuni Historic Fort Ruins, Maruthi Krishna Phase 1, Tuni",Namma Maruthi Krishna Phase 1 Cafe,"Market Road, Maruthi Krishna Phase 1, Tuni",Maruthi Krishna Phase 1 Family Restaurant,"Highway Bypass / Maruthi Krishna Phase 1 Center, Tuni",Grand Maruthi Krishna Phase 1 Residency / Similar Accommodations,Maruthi Krishna Phase 1 Government Hospital,"Main Road, Maruthi Krishna Phase 1, Tuni",4.0,,4.0,,
Tuni,Anakapalli,Vidya Krishna Agraharam,15.94457,79.791999,Vidya Krishna Agraharam Lake Viewpoint,Vidya Krishna Agraharam Weavers Hamlet,Grand Vidya Krishna Agraharam Suites,4.7,"Near Vidya Krishna Agraharam Main Junction, Tuni",Vidya Krishna Agraharam Multi-Cuisine,3.9,"Opposite Tuni Historic Fort Ruins, Vidya Krishna Agraharam, Tuni",Namma Vidya Krishna Agraharam Tiffin Centre,"Market Road, Vidya Krishna Agraharam, Tuni",Vidya Krishna Agraharam Multi-Cuisine,"Highway Bypass / Vidya Krishna Agraharam Center, Tuni",Grand Vidya Krishna Agraharam Suites / Similar Accommodations,Vidya Krishna Agraharam Fire & Rescue,"Main Road, Vidya Krishna Agraharam, Tuni",4.0,,4.0,,
Tuni,Anakapalli,Tuni West Junction,15.944386,79.732012,Tuni West Junction Lake Viewpoint,Tuni West Junction Old Fort Ruins,The Tuni West Junction Lodge,4.4,"Near Tuni West Junction Main Junction, Tuni",Tuni West Junction Multi-Cuisine,3.7,"Opposite Tuni Historic Fort Ruins, Tuni West Junction, Tuni",Sri Tuni West Junction Tiffin Centre,"Market Road, Tuni West Junction, Tuni",Tuni West Junction Multi-Cuisine,"Highway Bypass / Tuni West Junction Center, Tuni",The Tuni West Junction Lodge / Similar Accommodations,Tuni West Junction Government Hospital,"Main Road, Tuni West Junction, Tuni",4.0,,4.0,,
Tuni,Anakapalli,Lakshmi Ram Veedhi,15.909112,79.706516,Lakshmi Ram Veedhi Cultural Museum,Lakshmi Ram Veedhi Old Fort Ruins,Hotel Lakshmi Ram Veedhi Lodge,4.3,"Near Lakshmi Ram Veedhi Main Junction, Tuni",Lakshmi Ram Veedhi Multi-Cuisine,3.9,"Opposite Tuni Local Shiva Temple, Lakshmi Ram Veedhi, Tuni",Namma Lakshmi Ram Veedhi Breakfast Corner,"Market Road, Lakshmi Ram Veedhi, Tuni",Lakshmi Ram Veedhi Multi-Cuisine,"Highway Bypass / Lakshmi Ram Veedhi Center, Tuni",Hotel Lakshmi Ram Veedhi Lodge / Similar Accommodations,Lakshmi Ram Veedhi Local Police Station,"Main Road, Lakshmi Ram Veedhi, Tuni",4.0,,4.0,,
Tuni,Anakapalli,Tuni West Layout,15.98347,79.76685,Tuni West Layout Cultural Museum,Tuni West Layout Ancient Stepwell,Hotel Tuni West Layout Lodge,4.3,"Near Tuni West Layout Main Junction, Tuni",Tuni West Layout Family Restaurant,3.7,"Opposite Tuni Botanical Garden, Tuni West Layout, Tuni",Sri Tuni West Layout Breakfast Corner,"Market Road, Tuni West Layout, Tuni",Tuni West Layout Family Restaurant,"Highway Bypass / Tuni West Layout Center, Tuni",Hotel Tuni West Layout Lodge / Similar Accommodations,Tuni West Layout Government Hospital,"Main Road, Tuni West Layout, Tuni",4.0,,4.0,,
Tuni,Anakapalli,Sri Ram Palem,15.864122,79.698704,Sri Ram Palem Heritage Temple,Sri Ram Palem Weavers Hamlet,Grand Sri Ram Palem Inn,4.2,"Near Sri Ram Palem Main Junction, Tuni",Sri Ram Palem Biryani House,4.8,"Opposite Tuni Botanical Garden, Sri Ram Palem, Tuni",Namma Sri Ram Palem Darshini,"Market Road, Sri Ram Palem, Tuni",Sri Ram Palem Biryani House,"Highway Bypass / Sri Ram Palem Center, Tuni",Grand Sri Ram Palem Inn / Similar Accommodations,Sri Ram Palem Local Police Station,"Main Road, Sri Ram Palem, Tuni",4.0,,4.0,Free,
Tuni,Anakapalli,Tuni North Nagar,15.857919,79.709646,Tuni North Nagar Historic Monument,Tuni North Nagar Weavers Hamlet,Hotel Tuni North Nagar Lodge,4.4,"Near Tuni North Nagar Main Junction, Tuni",Tuni North Nagar Multi-Cuisine,4.7,"Opposite Tuni Historic Fort Ruins, Tuni North Nagar, Tuni",New Tuni North Nagar Tiffin Centre,"Market Road, Tuni North Nagar, Tuni",Tuni North Nagar Multi-Cuisine,"Highway Bypass / Tuni North Nagar Center, Tuni",Hotel Tuni North Nagar Lodge / Similar Accommodations,Tuni North Nagar Primary Health Centre,"Main Road, Tuni North Nagar, Tuni",4.0,,4.0,,
Tuni,Anakapalli,Tuni South Gardens,15.940754,79.647396,Tuni South Gardens Historic Monument,Tuni South Gardens Weavers Hamlet,Hotel Tuni South Gardens Residency,4.5,"Near Tuni South Gardens Main Junction, Tuni",Tuni South Gardens Flavours,4.7,"Opposite Tuni Botanical Garden, Tuni South Gardens, Tuni",Sri Tuni South Gardens Cafe,"Market Road, Tuni South Gardens, Tuni",Tuni South Gardens Flavours,"Highway Bypass / Tuni South Gardens Center, Tuni",Hotel Tuni South Gardens Residency / Similar Accommodations,Tuni South Gardens Primary Health Centre,"Main Road, Tuni South Gardens, Tuni",4.0,,4.0,,
Tuni,Anakapalli,Rama Colony,15.986856,79.666419,Rama Colony Cultural Museum,Rama Colony Old Fort Ruins,The Rama Colony Suites,4.1,"Near Rama Colony Main Junction, Tuni",Rama Colony Spice Dhaba,4.6,"Opposite Tuni City Central Park, Rama Colony, Tuni",Authentic Rama Colony Cafe,"Market Road, Rama Colony, Tuni",Rama Colony Spice Dhaba,"Highway Bypass / Rama Colony Center, Tuni",The Rama Colony Suites / Similar Accommodations,Rama Colony Primary Health Centre,"Main Road, Rama Colony, Tuni",4.0,,4.0,,
Tuni,Anakapalli,Tuni East Nagar,15.8229,79.82808,Tuni East Nagar Historic Monument,Tuni East Nagar Hidden Creek,Hotel Tuni East Nagar Inn,4.8,"Near Tuni East Nagar Main Junction, Tuni",Tuni East Nagar Multi-Cuisine,4.4,"Opposite Tuni City Central Park, Tuni East Nagar, Tuni",Namma Tuni East Nagar Darshini,"Market Road, Tuni East Nagar, Tuni",Tuni East Nagar Multi-Cuisine,"Highway Bypass / Tuni East Nagar Center, Tuni",Hotel Tuni East Nagar Inn / Similar Accommodations,Tuni East Nagar Government Hospital,"Main Road, Tuni East Nagar, Tuni",4.0,,4.0,,
Tuni,Anakapalli,Tuni South Phase 1,15.862867,79.673245,Tuni South Phase 1 Cultural Museum,Tuni South Phase 1 Ancient Stepwell,Hotel Tuni South Phase 1 Inn,4.2,"Near Tuni South Phase 1 Main Junction, Tuni",Tuni South Phase 1 Multi-Cuisine,4.4,"Opposite Tuni Lake Promenade, Tuni South Phase 1, Tuni",Namma Tuni South Phase 1 Darshini,"Market Road, Tuni South Phase 1, Tuni",Tuni South Phase 1 Multi-Cuisine,"Highway Bypass / Tuni South Phase 1 Center, Tuni",Hotel Tuni South Phase 1 Inn / Similar Accommodations,Tuni South Phase 1 Primary Health Centre,"Main Road, Tuni South Phase 1, Tuni",4.0,,4.0,,
Tuni,Anakapalli,Bala Palem,15.824348,79.734825,Bala Palem Cultural Museum,Bala Palem Old Fort Ruins,The Bala Palem Residency,4.4,"Near Bala Palem Main Junction, Tuni",Bala Palem Biryani House,4.7,"Opposite Tuni Lake Promenade, Bala Palem, Tuni",Authentic Bala Palem Breakfast Corner,"Market Road, Bala Palem, Tuni",Bala Palem Biryani House,"Highway Bypass / Bala Palem Center, Tuni",The Bala Palem Residency / Similar Accommodations,Bala Palem Government Hospital,"Main Road, Bala Palem, Tuni",4.0,,4.0,,
U Kothapalli,Kakinada,U Kothapalli Main Road,15.946738,79.707519,U Kothapalli Main Road Promenade,U Kothapalli Main Road Old Fort Ruins,Hotel U Kothapalli Main Road Suites,4.0,"Near U Kothapalli Main Road Main Junction, U Kothapalli",U Kothapalli Main Road Spice Dhaba,4.3,"Opposite U Kothapalli Botanical Garden, U Kothapalli Main Road, U Kothapalli",Namma U Kothapalli Main Road Darshini,"Market Road, U Kothapalli Main Road, U Kothapalli",U Kothapalli Main Road Spice Dhaba,"Highway Bypass / U Kothapalli Main Road Center, U Kothapalli",Hotel U Kothapalli Main Road Suites / Similar Accommodations,U Kothapalli Main Road Local Police Station,"Main Road, U Kothapalli Main Road, U Kothapalli",4.0,,4.0,,
U Kothapalli,Kakinada,U Kothapalli Main Bazar,15.922228,79.741541,U Kothapalli Cultural Museum,U Kothapalli Sunset Hill,Grand U Kothapalli Lodge,3.9,"Near U Kothapalli Main Bazar Main Junction, U Kothapalli",U Kothapalli Biryani House,4.4,"Opposite U Kothapalli City Central Park, U Kothapalli Main Bazar, U Kothapalli",Authentic U Kothapalli Cafe,"Market Road, U Kothapalli Main Bazar, U Kothapalli",U Kothapalli Biryani House,"Highway Bypass / U Kothapalli Main Bazar Center, U Kothapalli",Grand U Kothapalli Lodge / Similar Accommodations,U Kothapalli Primary Health Centre,"Main Road, U Kothapalli Main Bazar, U Kothapalli",4.0,,4.0,,
U Kothapalli,Kakinada,U Kothapalli RTC Bus Stand Area,15.817612,79.762251,U Kothapalli Historic Monument,U Kothapalli Hidden Creek,Hotel U Kothapalli Inn,3.9,"Near U Kothapalli RTC Bus Stand Area Main Junction, U Kothapalli",U Kothapalli Flavours,3.6,"Opposite U Kothapalli Local Shiva Temple, U Kothapalli RTC Bus Stand Area, U Kothapalli",Authentic U Kothapalli Cafe,"Market Road, U Kothapalli RTC Bus Stand Area, U Kothapalli",U Kothapalli Flavours,"Highway Bypass / U Kothapalli RTC Bus Stand Area Center, U Kothapalli",Hotel U Kothapalli Inn / Similar Accommodations,U Kothapalli Government Hospital,"Main Road, U Kothapalli RTC Bus Stand Area, U Kothapalli",4.0,,4.0,,
U Kothapalli,Kakinada,U Kothapalli Railway Station Area,15.859363,79.715401,U Kothapalli Railway Station Area Historic Monument,U Kothapalli Railway Station Area Hidden Creek,Grand U Kothapalli Railway Station Area Inn,4.7,"Near U Kothapalli Railway Station Area Main Junction, U Kothapalli",U Kothapalli Railway Station Area Biryani House,3.6,"Opposite U Kothapalli Local Shiva Temple, U Kothapalli Railway Station Area, U Kothapalli",New U Kothapalli Railway Station Area Cafe,"Market Road, U Kothapalli Railway Station Area, U Kothapalli",U Kothapalli Railway Station Area Biryani House,"Highway Bypass / U Kothapalli Railway Station Area Center, U Kothapalli",Grand U Kothapalli Railway Station Area Inn / Similar Accommodations,U Kothapalli Railway Station Area Local Police Station,"Main Road, U Kothapalli Railway Station Area, U Kothapalli",4.0,,4.0,,
U Kothapalli,Kakinada,U Kothapalli Police Station Road,15.860512,79.682862,U Kothapalli Lake Viewpoint,U Kothapalli Weavers Hamlet,Grand U Kothapalli Inn,4.1,"Near U Kothapalli Police Station Road Main Junction, U Kothapalli",U Kothapalli Biryani House,3.9,"Opposite U Kothapalli Local Shiva Temple, U Kothapalli Police Station Road, U Kothapalli",New U Kothapalli Darshini,"Market Road, U Kothapalli Police Station Road, U Kothapalli",U Kothapalli Biryani House,"Highway Bypass / U Kothapalli Police Station Road Center, U Kothapalli",Grand U Kothapalli Inn / Similar Accommodations,U Kothapalli Fire & Rescue,"Main Road, U Kothapalli Police Station Road, U Kothapalli",4.0,,4.0,,
Udayagiri,Nellore,Udayagiri Railway Station Area,15.93418,79.653684,Udayagiri Railway Station Area Cultural Museum,Udayagiri Railway Station Area Sunset Hill,Hotel Udayagiri Railway Station Area Suites,4.0,"Near Udayagiri Railway Station Area Main Junction, Udayagiri",Udayagiri Railway Station Area Spice Dhaba,4.6,"Opposite Udayagiri Local Shiva Temple, Udayagiri Railway Station Area, Udayagiri",Sri Udayagiri Railway Station Area Darshini,"Market Road, Udayagiri Railway Station Area, Udayagiri",Udayagiri Railway Station Area Spice Dhaba,"Highway Bypass / Udayagiri Railway Station Area Center, Udayagiri",Hotel Udayagiri Railway Station Area Suites / Similar Accommodations,Udayagiri Railway Station Area Fire & Rescue,"Main Road, Udayagiri Railway Station Area, Udayagiri",4.0,,4.0,,
Udayagiri,Nellore,Udayagiri Main Bazar,15.976195,79.810278,Sri Ramalingeswara Swamy Temple (Udayagiri),A historic and highly revered local temple dedicated to Lord Shiva in Udayagiri.,Local Lodge,4.8,Temple St,Local Tiffins,4.6,Temple Jct,Traditional,Nearby,Budget,Main Road,Market Street,Udayagiri PS,Local Market,4.8,A historic and highly revered local temple dedicated to Lord Shiva in Udayagiri.,4.8,Free,Local Lodge
Udayagiri,Nellore,Udayagiri RTC Bus Stand Area,15.917008,79.696358,Udayagiri Historic Monument,Udayagiri Weavers Hamlet,Hotel Udayagiri Boutique Hotel,4.0,"Near Udayagiri RTC Bus Stand Area Main Junction, Udayagiri",Udayagiri Biryani House,4.3,"Opposite Udayagiri Heritage Museum, Udayagiri RTC Bus Stand Area, Udayagiri",Sri Udayagiri Tiffin Centre,"Market Road, Udayagiri RTC Bus Stand Area, Udayagiri",Udayagiri Biryani House,"Highway Bypass / Udayagiri RTC Bus Stand Area Center, Udayagiri",Hotel Udayagiri Boutique Hotel / Similar Accommodations,Udayagiri Fire & Rescue,"Main Road, Udayagiri RTC Bus Stand Area, Udayagiri",4.0,,4.0,,
Udayagiri,Nellore,Udayagiri Main Bazar,15.976195,79.810278,Udayagiri Municipal Park,A popular urban recreation park for families and children in Udayagiri.,Nearby Hotel,4.6,Park Rd,Park Cafe,4.4,Park Entrance,Snacks,Nearby,Budget,Main Road,Park Gate,Udayagiri PS,Park Area,4.6,A popular urban recreation park for families and children in Udayagiri.,4.6,₹20,Nearby Hotel
Udayagiri,Nellore,Udayagiri Main Bazar,15.976195,79.810278,Udayagiri Central Park,Udayagiri Ancient Stepwell,Grand Udayagiri Lodge,4.5,"Near Udayagiri Main Bazar Main Junction, Udayagiri",Udayagiri Multi-Cuisine,4.1,"Opposite Udayagiri Lake Promenade, Udayagiri Main Bazar, Udayagiri",Sri Udayagiri Tiffin Centre,"Market Road, Udayagiri Main Bazar, Udayagiri",Udayagiri Multi-Cuisine,"Highway Bypass / Udayagiri Main Bazar Center, Udayagiri",Grand Udayagiri Lodge / Similar Accommodations,Udayagiri Government Hospital,"Main Road, Udayagiri Main Bazar, Udayagiri",4.0,,4.0,,
Udayagiri,Nellore,Udayagiri Main Road,15.88446,79.710069,Udayagiri Main Road Cultural Museum,Udayagiri Main Road Old Fort Ruins,The Udayagiri Main Road Boutique Hotel,4.3,"Near Udayagiri Main Road Main Junction, Udayagiri",Udayagiri Main Road Multi-Cuisine,3.8,"Opposite Udayagiri City Central Park, Udayagiri Main Road, Udayagiri",Authentic Udayagiri Main Road Tiffin Centre,"Market Road, Udayagiri Main Road, Udayagiri",Udayagiri Main Road Multi-Cuisine,"Highway Bypass / Udayagiri Main Road Center, Udayagiri",The Udayagiri Main Road Boutique Hotel / Similar Accommodations,Udayagiri Main Road Government Hospital,"Main Road, Udayagiri Main Road, Udayagiri",4.0,,4.0,,
Udayagiri,Nellore,Udayagiri Police Station Road,15.956404,79.837401,Udayagiri Lake Viewpoint,Udayagiri Old Fort Ruins,Grand Udayagiri Boutique Hotel,4.7,"Near Udayagiri Police Station Road Main Junction, Udayagiri",Udayagiri Flavours,3.5,"Opposite Udayagiri Heritage Museum, Udayagiri Police Station Road, Udayagiri",New Udayagiri Darshini,"Market Road, Udayagiri Police Station Road, Udayagiri",Udayagiri Flavours,"Highway Bypass / Udayagiri Police Station Road Center, Udayagiri",Grand Udayagiri Boutique Hotel / Similar Accommodations,Udayagiri Local Police Station,"Main Road, Udayagiri Police Station Road, Udayagiri",4.0,,4.0,,
Ulavapadu,Prakasam,Ulavapadu Main Bazar,15.983362,79.684477,Ulavapadu Central Park,Ulavapadu Old Fort Ruins,The Ulavapadu Inn,4.0,"Near Ulavapadu Main Bazar Main Junction, Ulavapadu",Ulavapadu Multi-Cuisine,4.7,"Opposite Ulavapadu Botanical Garden, Ulavapadu Main Bazar, Ulavapadu",New Ulavapadu Darshini,"Market Road, Ulavapadu Main Bazar, Ulavapadu",Ulavapadu Multi-Cuisine,"Highway Bypass / Ulavapadu Main Bazar Center, Ulavapadu",The Ulavapadu Inn / Similar Accommodations,Ulavapadu Government Hospital,"Main Road, Ulavapadu Main Bazar, Ulavapadu",4.0,,4.0,,
Ulavapadu,Prakasam,Ulavapadu RTC Bus Stand Area,15.988518,79.669106,Ulavapadu Historic Monument,Ulavapadu Old Fort Ruins,Hotel Ulavapadu Residency,4.7,"Near Ulavapadu RTC Bus Stand Area Main Junction, Ulavapadu",Ulavapadu Flavours,4.0,"Opposite Ulavapadu Lake Promenade, Ulavapadu RTC Bus Stand Area, Ulavapadu",Authentic Ulavapadu Darshini,"Market Road, Ulavapadu RTC Bus Stand Area, Ulavapadu",Ulavapadu Flavours,"Highway Bypass / Ulavapadu RTC Bus Stand Area Center, Ulavapadu",Hotel Ulavapadu Residency / Similar Accommodations,Ulavapadu Primary Health Centre,"Main Road, Ulavapadu RTC Bus Stand Area, Ulavapadu",4.0,,4.0,,
Undi,West Godavari,Undi RTC Bus Stand Area,15.868063,79.741992,Undi Promenade,Undi Weavers Hamlet,The Undi Residency,4.4,"Near Undi RTC Bus Stand Area Main Junction, Undi",Undi Multi-Cuisine,4.2,"Opposite Undi Historic Fort Ruins, Undi RTC Bus Stand Area, Undi",Authentic Undi Tiffin Centre,"Market Road, Undi RTC Bus Stand Area, Undi",Undi Multi-Cuisine,"Highway Bypass / Undi RTC Bus Stand Area Center, Undi",The Undi Residency / Similar Accommodations,Undi Primary Health Centre,"Main Road, Undi RTC Bus Stand Area, Undi",4.0,,4.0,,
Undi,West Godavari,Undi Railway Station Area,16.005873,79.708212,Undi Railway Station Area Central Park,Undi Railway Station Area Hidden Creek,Hotel Undi Railway Station Area Suites,4.0,"Near Undi Railway Station Area Main Junction, Undi",Undi Railway Station Area Spice Dhaba,3.9,"Opposite Undi Heritage Museum, Undi Railway Station Area, Undi",Namma Undi Railway Station Area Tiffin Centre,"Market Road, Undi Railway Station Area, Undi",Undi Railway Station Area Spice Dhaba,"Highway Bypass / Undi Railway Station Area Center, Undi",Hotel Undi Railway Station Area Suites / Similar Accommodations,Undi Railway Station Area Primary Health Centre,"Main Road, Undi Railway Station Area, Undi",4.0,,4.0,,
