City_Name,District_Name,Areas
Penuganchiprolu,NTR,"Penuganchiprolu Main Bazar, Penuganchiprolu RTC Bus Stand Area, Maruthi Nagar, Santhi Nagar, Revenue Colony, Sai Nagar, Penuganchiprolu Railway Station Area"
Chandarlapadu,NTR,"Chandarlapadu Main Bazar, Chandarlapadu RTC Bus Stand Area, NGO Colony, Maruthi Nagar, Gandhi Nagar, Chandarlapadu Railway Station Area, Santhi Nagar, Sai Nagar, Chandarlapadu Main Road, Chandarlapadu Police Station Road"
Veerullapadu,NTR,"Veerullapadu Main Bazar, Veerullapadu RTC Bus Stand Area, Veerullapadu Police Station Road, Veerullapadu Railway Station Area, Veerullapadu Main Road, Maruthi Nagar, Revenue Colony"
Reddygudem,NTR,"Reddygudem Main Bazar, Reddygudem RTC Bus Stand Area, Reddygudem Police Station Road, Reddygudem Railway Station Area, Reddygudem Main Road, Maruthi Nagar, Santhi Nagar, Bhavani Nagar, NGO Colony, Revenue Colony, Gandhi Nagar"
Nuzvid,NTR,"Nuzvid Main Bazar, Nuzvid RTC Bus Stand Area, Nuzvid Main Road, Bhavani Nagar, Kothapeta, Nuzvid Railway Station Area, Revenue Colony"
Agiripalli,NTR,"Agiripalli Main Bazar, Agiripalli RTC Bus Stand Area, Santhi Nagar, Maruthi Nagar, Agiripalli Police Station Road, Agiripalli Main Road, Gandhi Nagar"
Musunuru,NTR,"Musunuru Main Bazar, Musunuru RTC Bus Stand Area, Sai Nagar, Santhi Nagar, NGO Colony, Bhavani Nagar, Kothapeta, Musunuru Main Road"
Bapulapadu,NTR,"Bapulapadu Main Bazar, Bapulapadu RTC Bus Stand Area, Bapulapadu Railway Station Area, Gandhi Nagar, NGO Colony, Sai Nagar, Bhavani Nagar, Bapulapadu Main Road, Maruthi Nagar"
Gannavaram,NTR,"Gannavaram Main Bazar, Gannavaram RTC Bus Stand Area, Santhi Nagar, Gannavaram Railway Station Area, Maruthi Nagar, Gannavaram Police Station Road, Sai Nagar, Gannavaram Main Road"
Unguturu,NTR,"Unguturu Main Bazar, Unguturu RTC Bus Stand Area, Santhi Nagar, Gandhi Nagar, Revenue Colony, Kothapeta, Unguturu Railway Station Area, Bhavani Nagar"
Kankipadu,NTR,"Kankipadu Main Bazar, Kankipadu RTC Bus Stand Area, Santhi Nagar, Revenue Colony, Bhavani Nagar, Maruthi Nagar, Kankipadu Railway Station Area"
Vuyyuru,NTR,"Vuyyuru Main Bazar, Vuyyuru RTC Bus Stand Area, Vuyyuru Police Station Road, Bhavani Nagar, Kothapeta, NGO Colony, Vuyyuru Main Road, Sai Nagar, Santhi Nagar"
Pamidimukkala,NTR,"Pamidimukkala Main Bazar, Pamidimukkala RTC Bus Stand Area, Pamidimukkala Police Station Road, NGO Colony, Pamidimukkala Main Road, Santhi Nagar, Revenue Colony"
Movva,NTR,"Movva Main Bazar, Movva RTC Bus Stand Area, Gandhi Nagar, Revenue Colony, Sai Nagar, Movva Railway Station Area, Santhi Nagar, Bhavani Nagar, Kothapeta"
Pedaparupudi,NTR,"Pedaparupudi Main Bazar, Pedaparupudi RTC Bus Stand Area, Pedaparupudi Main Road, NGO Colony, Pedaparupudi Police Station Road, Gandhi Nagar, Santhi Nagar"
Gudivada,NTR,"Santhi Nagar, Laxmi Nagar Colony, Gangadharapuram, Vuyyuru Road, Rajendra Nagar, Satyanarayanapuram, Nehru Chowk"
Narasaraopet,Palnadu,"Kesanapalle, Jonnalagadda, Kakani, Ravipadu, Lingamguntla, Palapadu, Kotappakonda Road, Swathi Center"
Sattenapalle,Palnadu,"Sattenapalle Main Bazar, Sattenapalle RTC Bus Stand Area, Sattenapalle Police Station Road, Sai Nagar, NGO Colony"
Piduguralla,Palnadu,"Piduguralla Main Bazar, Piduguralla RTC Bus Stand Area, Sai Nagar, Piduguralla Railway Station Area, Maruthi Nagar, Santhi Nagar, Piduguralla Main Road, Revenue Colony, Piduguralla Police Station Road"
Gurazala,Palnadu,"Gurazala Main Bazar, Gurazala RTC Bus Stand Area, Kothapeta, Santhi Nagar, Bhavani Nagar, Maruthi Nagar, Revenue Colony, Gurazala Railway Station Area, Gurazala Main Road"
Macherla,Palnadu,"Macherla Main Bazar, Macherla RTC Bus Stand Area, Gandhi Nagar, Sai Nagar, Macherla Main Road, Bhavani Nagar, Macherla Railway Station Area, Revenue Colony, Kothapeta"
Vinukonda,Palnadu,"Vinukonda Main Bazar, Vinukonda RTC Bus Stand Area, Santhi Nagar, Bhavani Nagar, Gandhi Nagar, Vinukonda Police Station Road, Vinukonda Railway Station Area, Kothapeta, Maruthi Nagar"
Rentachintala,Palnadu,"Rentachintala Main Bazar, Rentachintala RTC Bus Stand Area, Bhavani Nagar, Maruthi Nagar, Rentachintala Railway Station Area, Gandhi Nagar, Sai Nagar, Kothapeta, Revenue Colony"
Durgi,Palnadu,"Durgi Main Bazar, Durgi RTC Bus Stand Area, Durgi Railway Station Area, Bhavani Nagar, Durgi Main Road, Durgi Police Station Road, Santhi Nagar, Maruthi Nagar"
Karempudi,Palnadu,"Karempudi Main Bazar, Karempudi RTC Bus Stand Area, Bhavani Nagar, Gandhi Nagar, Karempudi Police Station Road"
Bellamkonda,Palnadu,"Bellamkonda Main Bazar, Bellamkonda RTC Bus Stand Area, Bellamkonda Police Station Road, Revenue Colony, NGO Colony, Bhavani Nagar, Sai Nagar, Gandhi Nagar, Kothapeta, Bellamkonda Main Road, Bellamkonda Railway Station Area"
Rajupalem,Palnadu,"Rajupalem Main Bazar, Rajupalem RTC Bus Stand Area, Santhi Nagar, Rajupalem Railway Station Area, Rajupalem Main Road, Gandhi Nagar, Bhavani Nagar, Kothapeta, Revenue Colony"
Nadendla,Palnadu,"Nadendla Main Bazar, Nadendla RTC Bus Stand Area, NGO Colony, Kothapeta, Nadendla Railway Station Area, Santhi Nagar, Maruthi Nagar, Nadendla Police Station Road, Gandhi Nagar"
Phirangipuram,Palnadu,"Phirangipuram Main Bazar, Phirangipuram RTC Bus Stand Area, Santhi Nagar, Maruthi Nagar, Phirangipuram Police Station Road, Gandhi Nagar, NGO Colony, Phirangipuram Main Road, Revenue Colony"
Edlapadu,Palnadu,"Edlapadu Main Bazar, Edlapadu RTC Bus Stand Area, Bhavani Nagar, NGO Colony, Revenue Colony, Sai Nagar, Santhi Nagar, Edlapadu Railway Station Area"
Nekarikallu,Palnadu,"Nekarikallu Main Bazar, Nekarikallu RTC Bus Stand Area, Nekarikallu Main Road, Nekarikallu Railway Station Area, Maruthi Nagar, Nekarikallu Police Station Road, Gandhi Nagar, NGO Colony, Sai Nagar, Kothapeta"
Krosuru,Palnadu,"Krosuru Main Bazar, Krosuru RTC Bus Stand Area, Sai Nagar, Gandhi Nagar, Krosuru Main Road, Krosuru Police Station Road"
Pedakurapadu,Palnadu,"Pedakurapadu Main Bazar, Pedakurapadu RTC Bus Stand Area, Revenue Colony, Maruthi Nagar, Pedakurapadu Railway Station Area, Pedakurapadu Police Station Road, Pedakurapadu Main Road, Sai Nagar"
Achampet,Palnadu,"Achampet Main Bazar, Achampet RTC Bus Stand Area, Kothapeta, Bhavani Nagar, Achampet Police Station Road, Gandhi Nagar, Achampet Railway Station Area"
Amaravathi,Palnadu,"Amaravathi Main Bazar, Amaravathi RTC Bus Stand Area, Amaravathi Railway Station Area, Amaravathi Main Road, Revenue Colony, Gandhi Nagar, Amaravathi Police Station Road"
Atchampet,Palnadu,"Atchampet Main Bazar, Atchampet RTC Bus Stand Area, NGO Colony, Atchampet Main Road, Gandhi Nagar, Maruthi Nagar, Sai Nagar, Kothapeta, Atchampet Police Station Road, Santhi Nagar"
Bollapalle,Palnadu,"Bollapalle Main Bazar, Bollapalle RTC Bus Stand Area, Bhavani Nagar, Gandhi Nagar, Maruthi Nagar, Bollapalle Railway Station Area, Kothapeta"
Chilakaluripet,Palnadu,"Petlurivaripalem, Narasaraopet Bazar, Barampet, Allurivaripalem, Station Road, Purushothapatnam"
Ipur,Palnadu,"Ipur Main Bazar, Ipur RTC Bus Stand Area, Ipur Police Station Road, Bhavani Nagar, Santhi Nagar, Gandhi Nagar, Maruthi Nagar, Ipur Railway Station Area, Ipur Main Road, Revenue Colony"
Savalyapuram,Palnadu,"Savalyapuram Main Bazar, Savalyapuram RTC Bus Stand Area, Santhi Nagar, Gandhi Nagar, Maruthi Nagar, Bhavani Nagar, Savalyapuram Police Station Road, Savalyapuram Main Road, Sai Nagar, Revenue Colony, Savalyapuram Railway Station Area"
Polavaram,Polavaram,"Polavaram Main Bazar, Polavaram RTC Bus Stand Area, NGO Colony, Bhavani Nagar, Santhi Nagar, Kothapeta, Polavaram Police Station Road, Polavaram Railway Station Area, Maruthi Nagar, Gandhi Nagar"
Buttayagudem,Polavaram,"Buttayagudem Main Bazar, Buttayagudem RTC Bus Stand Area, Buttayagudem Police Station Road, Sai Nagar, Buttayagudem Main Road, Buttayagudem Railway Station Area, Bhavani Nagar"
Jeelugumilli,Polavaram,"Jeelugumilli Main Bazar, Jeelugumilli RTC Bus Stand Area, Revenue Colony, Jeelugumilli Railway Station Area, NGO Colony, Jeelugumilli Main Road, Santhi Nagar"
Jangareddygudem,Polavaram,"Jangareddygudem Main Bazar, Jangareddygudem RTC Bus Stand Area, Maruthi Nagar, Santhi Nagar, Jangareddygudem Police Station Road, Bhavani Nagar, Revenue Colony, Jangareddygudem Railway Station Area, Gandhi Nagar, Kothapeta"
Koyyalagudem,Polavaram,"Koyyalagudem Main Bazar, Koyyalagudem RTC Bus Stand Area, Santhi Nagar, NGO Colony, Gandhi Nagar, Bhavani Nagar, Kothapeta, Revenue Colony"
Kamavarapukota,Polavaram,"Kamavarapukota Main Bazar, Kamavarapukota RTC Bus Stand Area, Kamavarapukota Main Road, Kothapeta, Santhi Nagar, Revenue Colony, Gandhi Nagar, Maruthi Nagar, Kamavarapukota Police Station Road"
Chintalapudi,Polavaram,"Chintalapudi Main Bazar, Chintalapudi RTC Bus Stand Area, Revenue Colony, Bhavani Nagar, Santhi Nagar, Maruthi Nagar, Chintalapudi Railway Station Area, Chintalapudi Main Road"
Lingapalem,Polavaram,"Lingapalem Main Bazar, Lingapalem RTC Bus Stand Area, Revenue Colony, Gandhi Nagar, Lingapalem Main Road, Kothapeta"
T Narasapuram,Polavaram,"T Narasapuram Main Bazar, T Narasapuram RTC Bus Stand Area, Bhavani Nagar, Revenue Colony, Kothapeta, Sai Nagar, Gandhi Nagar, NGO Colony, Maruthi Nagar"
Gopalapuram,Polavaram,"Gopalapuram Main Bazar, Gopalapuram RTC Bus Stand Area, Kothapeta, Gopalapuram Railway Station Area, Revenue Colony, Sai Nagar, Santhi Nagar, Bhavani Nagar, Gandhi Nagar"
Dwaraka Tirumala,Polavaram,"Dwaraka Tirumala Main Bazar, Dwaraka Tirumala RTC Bus Stand Area, Kothapeta, Revenue Colony, Dwaraka Tirumala Main Road, Dwaraka Tirumala Police Station Road, Gandhi Nagar, Bhavani Nagar, Dwaraka Tirumala Railway Station Area, Santhi Nagar, Sai Nagar"
Nallajerla,Polavaram,"Nallajerla Main Bazar, Nallajerla RTC Bus Stand Area, Nallajerla Railway Station Area, Santhi Nagar, Bhavani Nagar, Nallajerla Police Station Road, Nallajerla Main Road, Sai Nagar, Kothapeta, Gandhi Nagar, NGO Colony"
Devarapalli,Polavaram,"Devarapalli Main Bazar, Devarapalli RTC Bus Stand Area, Devarapalli Main Road, Devarapalli Railway Station Area, Revenue Colony, Santhi Nagar, Sai Nagar"
Tallapudi,Polavaram,"Tallapudi Main Bazar, Tallapudi RTC Bus Stand Area, NGO Colony, Bhavani Nagar, Tallapudi Main Road, Kothapeta, Tallapudi Railway Station Area, Maruthi Nagar"
Kukunoor,Polavaram,"Kukunoor Main Bazar, Kukunoor RTC Bus Stand Area, Santhi Nagar, Kukunoor Main Road, NGO Colony, Sai Nagar, Maruthi Nagar, Gandhi Nagar, Kukunoor Police Station Road"
Velairpadu,Polavaram,"Velairpadu Main Bazar, Velairpadu RTC Bus Stand Area, NGO Colony, Santhi Nagar, Sai Nagar, Velairpadu Police Station Road, Kothapeta, Bhavani Nagar, Maruthi Nagar, Gandhi Nagar"
Chintoor,Polavaram,"Chintoor Main Bazar, Chintoor RTC Bus Stand Area, Sai Nagar, NGO Colony, Revenue Colony, Bhavani Nagar, Chintoor Railway Station Area, Kothapeta"
Kunavaram,Polavaram,"Kunavaram Main Bazar, Kunavaram RTC Bus Stand Area, Maruthi Nagar, Revenue Colony, Kunavaram Railway Station Area, NGO Colony"
Vararamachandrapuram,Polavaram,"Vararamachandrapuram Main Bazar, Vararamachandrapuram RTC Bus Stand Area, Revenue Colony, Kothapeta, Bhavani Nagar, Santhi Nagar, NGO Colony, Gandhi Nagar, Sai Nagar, Vararamachandrapuram Main Road"
Gudem Kotha Veedhi,Polavaram,"Gudem Kotha Veedhi Main Bazar, Gudem Kotha Veedhi RTC Bus Stand Area, Santhi Nagar, Gandhi Nagar, Sai Nagar, Gudem Kotha Veedhi Main Road, NGO Colony, Gudem Kotha Veedhi Police Station Road, Kothapeta, Gudem Kotha Veedhi Railway Station Area, Maruthi Nagar, Bhavani Nagar"
Ongole,Prakasam,"Ongole Main Bazar, Ongole RTC Bus Stand Area, Maruthi Nagar, Kothapeta, Ongole Police Station Road, Bhavani Nagar, Revenue Colony, Santhi Nagar, Sai Nagar"
Chirala,Prakasam,"Chirala Main Bazar, Chirala RTC Bus Stand Area, Kothapeta, Santhi Nagar, Sai Nagar, Gandhi Nagar, NGO Colony, Chirala Police Station Road"
Addanki,Prakasam,"Addanki Main Bazar, Addanki RTC Bus Stand Area, Addanki Main Road, Santhi Nagar, Bhavani Nagar, Kothapeta, Maruthi Nagar"
Markapur,Prakasam,"Markapur Main Bazar, Markapur RTC Bus Stand Area, Kothapeta, Bhavani Nagar, Markapur Main Road, Gandhi Nagar, NGO Colony, Sai Nagar, Revenue Colony"
Kandukur,Prakasam,"Kandukur Main Bazar, Kandukur RTC Bus Stand Area, Kandukur Main Road, Revenue Colony, Gandhi Nagar, Kothapeta, Bhavani Nagar, Santhi Nagar, Maruthi Nagar, Kandukur Police Station Road"
Kanigiri,Prakasam,"Kanigiri Main Bazar, Kanigiri RTC Bus Stand Area, Gandhi Nagar, Maruthi Nagar, Kanigiri Main Road, Kanigiri Railway Station Area, Bhavani Nagar"
Giddalur,Prakasam,"Giddalur Main Bazar, Giddalur RTC Bus Stand Area, NGO Colony, Santhi Nagar, Gandhi Nagar, Maruthi Nagar, Sai Nagar"
Podili,Prakasam,"Podili Main Bazar, Podili RTC Bus Stand Area, Revenue Colony, Podili Main Road, Santhi Nagar, Podili Railway Station Area, Kothapeta, Gandhi Nagar, Sai Nagar, Maruthi Nagar"
Darsi,Prakasam,"Darsi Main Bazar, Darsi RTC Bus Stand Area, Darsi Police Station Road, Santhi Nagar, Sai Nagar, NGO Colony"
Chimakurthy,Prakasam,"Chimakurthy Main Bazar, Chimakurthy RTC Bus Stand Area, Gandhi Nagar, Bhavani Nagar, NGO Colony, Chimakurthy Railway Station Area"
Vetapalem,Prakasam,"Vetapalem Main Bazar, Vetapalem RTC Bus Stand Area, Santhi Nagar, Bhavani Nagar, Kothapeta, Gandhi Nagar, NGO Colony, Vetapalem Railway Station Area, Maruthi Nagar, Revenue Colony"
Tanguturu,Prakasam,"Tanguturu Main Bazar, Tanguturu RTC Bus Stand Area, Bhavani Nagar, Tanguturu Main Road, Maruthi Nagar, Sai Nagar, NGO Colony, Revenue Colony, Santhi Nagar"
Santhanuthalapadu,Prakasam,"Santhanuthalapadu Main Bazar, Santhanuthalapadu RTC Bus Stand Area, Santhanuthalapadu Main Road, Santhi Nagar, Santhanuthalapadu Police Station Road, Santhanuthalapadu Railway Station Area, Gandhi Nagar, NGO Colony, Maruthi Nagar, Kothapeta"
Maddipadu,Prakasam,"Maddipadu Main Bazar, Maddipadu RTC Bus Stand Area, Maddipadu Police Station Road, Sai Nagar, Maddipadu Railway Station Area, Kothapeta, Gandhi Nagar"
Kondapi,Prakasam,"Kondapi Main Bazar, Kondapi RTC Bus Stand Area, Revenue Colony, Sai Nagar, Gandhi Nagar, Kondapi Railway Station Area, NGO Colony"
Tallur,Prakasam,"Tallur Main Bazar, Tallur RTC Bus Stand Area, NGO Colony, Tallur Police Station Road, Tallur Main Road, Kothapeta, Bhavani Nagar, Gandhi Nagar, Tallur Railway Station Area, Maruthi Nagar"
Parchur,Prakasam,"Parchur Main Bazar, Parchur RTC Bus Stand Area, Gandhi Nagar, Parchur Police Station Road, Revenue Colony, Maruthi Nagar, Bhavani Nagar"
Yeddanapudi,Prakasam,"Yeddanapudi Main Bazar, Yeddanapudi RTC Bus Stand Area, Sai Nagar, Yeddanapudi Main Road, Revenue Colony, Yeddanapudi Police Station Road, Kothapeta, Bhavani Nagar, Santhi Nagar, Gandhi Nagar"
Ballikurava,Prakasam,"Ballikurava Main Bazar, Ballikurava RTC Bus Stand Area, NGO Colony, Ballikurava Railway Station Area, Santhi Nagar, Maruthi Nagar, Revenue Colony"
Martur,Prakasam,"Martur Main Bazar, Martur RTC Bus Stand Area, Revenue Colony, Kothapeta, NGO Colony, Bhavani Nagar"
Cumbum,Prakasam,"Cumbum Main Bazar, Cumbum RTC Bus Stand Area, Revenue Colony, NGO Colony, Santhi Nagar, Cumbum Police Station Road, Maruthi Nagar, Cumbum Railway Station Area, Bhavani Nagar, Cumbum Main Road"
Tarlupadu,Prakasam,"Tarlupadu Main Bazar, Tarlupadu RTC Bus Stand Area, Tarlupadu Railway Station Area, Bhavani Nagar, Santhi Nagar, Gandhi Nagar, Kothapeta, Sai Nagar, Revenue Colony, Tarlupadu Police Station Road"
Hanumanthunipadu,Prakasam,"Hanumanthunipadu Main Bazar, Hanumanthunipadu RTC Bus Stand Area, NGO Colony, Kothapeta, Hanumanthunipadu Railway Station Area, Santhi Nagar, Gandhi Nagar"
Konakanamitla,Prakasam,"Konakanamitla Main Bazar, Konakanamitla RTC Bus Stand Area, Maruthi Nagar, Konakanamitla Main Road, Konakanamitla Railway Station Area, Bhavani Nagar, Sai Nagar, Santhi Nagar, NGO Colony"
Racherla,Prakasam,"Racherla Main Bazar, Racherla RTC Bus Stand Area, Racherla Police Station Road, Racherla Main Road, Kothapeta, Racherla Railway Station Area"
Pamur,Prakasam,"Pamur Main Bazar, Pamur RTC Bus Stand Area, Sai Nagar, NGO Colony, Pamur Police Station Road, Bhavani Nagar, Gandhi Nagar, Santhi Nagar"
Veligandla,Prakasam,"Veligandla Main Bazar, Veligandla RTC Bus Stand Area, Kothapeta, Gandhi Nagar, Veligandla Police Station Road, NGO Colony, Veligandla Main Road, Sai Nagar"
Ulavapadu,Prakasam,"Ulavapadu Main Bazar, Ulavapadu RTC Bus Stand Area, Kothapeta, Ulavapadu Police Station Road, NGO Colony, Revenue Colony, Santhi Nagar"
Karamchedu,Prakasam,"Karamchedu Main Bazar, Karamchedu RTC Bus Stand Area, Gandhi Nagar, NGO Colony, Maruthi Nagar, Bhavani Nagar, Kothapeta, Sai Nagar"
Inkollu,Prakasam,"Inkollu Main Bazar, Inkollu RTC Bus Stand Area, Revenue Colony, Inkollu Police Station Road, Sai Nagar, Kothapeta, NGO Colony, Bhavani Nagar, Inkollu Railway Station Area, Maruthi Nagar"
Nellore,Nellore,"Magunta Layout, Vedayapalem, Harinathapuram, Balaji Nagar, Mini Bypass Road, Podalakur Road, Stonehouse Peta, Nawabpet, Fathekhan Pet, Ramji Nagar, Muthukur Road, Atmakur Bus Stand"
Kavali,Nellore,"Kavali Main Bazar, Kavali RTC Bus Stand Area, Revenue Colony, Kavali Railway Station Area, NGO Colony, Sai Nagar, Kavali Main Road, Maruthi Nagar, Kothapeta"
Gudur,Nellore,"Gudur Main Bazar, Gudur RTC Bus Stand Area, Gandhi Nagar, NGO Colony, Gudur Main Road, Santhi Nagar, Gudur Railway Station Area"
Venkatagiri,Nellore,"Venkatagiri Main Bazar, Venkatagiri RTC Bus Stand Area, Venkatagiri Railway Station Area, Maruthi Nagar, Kothapeta, Gandhi Nagar, Revenue Colony, Bhavani Nagar, Venkatagiri Main Road, Sai Nagar"
Atmakur,Nellore,"Atmakur Main Bazar, Atmakur RTC Bus Stand Area, Atmakur Main Road, Maruthi Nagar, Sai Nagar, Revenue Colony, Santhi Nagar, Atmakur Police Station Road"
Naidupeta,Nellore,"Naidupeta Main Bazar, Naidupeta RTC Bus Stand Area, Gandhi Nagar, Sai Nagar, NGO Colony, Naidupeta Railway Station Area, Santhi Nagar"
Sullurpeta,Nellore,"Sullurpeta Main Bazar, Sullurpeta RTC Bus Stand Area, Sullurpeta Police Station Road, Bhavani Nagar, Maruthi Nagar, Sullurpeta Main Road, NGO Colony, Sai Nagar"
Udayagiri,Nellore,"Udayagiri Main Bazar, Udayagiri RTC Bus Stand Area, Maruthi Nagar, Kothapeta, Santhi Nagar, Sai Nagar, Udayagiri Police Station Road, Udayagiri Main Road, Gandhi Nagar, Udayagiri Railway Station Area"
Kandukur,Nellore,"Kandukur Main Bazar, Kandukur RTC Bus Stand Area, Kandukur Main Road, Revenue Colony, Gandhi Nagar, Kothapeta, Bhavani Nagar, Santhi Nagar, Maruthi Nagar, Kandukur Police Station Road"
Podalakur,Nellore,"Podalakur Main Bazar, Podalakur RTC Bus Stand Area, Maruthi Nagar, Gandhi Nagar, Podalakur Railway Station Area, NGO Colony, Kothapeta, Podalakur Main Road, Sai Nagar, Santhi Nagar"
Allur,Nellore,"Allur Main Bazar, Allur RTC Bus Stand Area, Maruthi Nagar, Allur Police Station Road, Kothapeta, Sai Nagar, Bhavani Nagar"
Dagadarthi,Nellore,"Dagadarthi Main Bazar, Dagadarthi RTC Bus Stand Area, Bhavani Nagar, Dagadarthi Police Station Road, NGO Colony, Sai Nagar"
Indukurpet,Nellore,"Indukurpet Main Bazar, Indukurpet RTC Bus Stand Area, Sai Nagar, Santhi Nagar, Revenue Colony, NGO Colony, Maruthi Nagar, Indukurpet Railway Station Area, Kothapeta, Indukurpet Police Station Road"
Vidavalur,Nellore,"Vidavalur Main Bazar, Vidavalur RTC Bus Stand Area, Vidavalur Main Road, Bhavani Nagar, NGO Colony, Sai Nagar, Gandhi Nagar, Vidavalur Police Station Road"
Kovur,Nellore,"Kovur Main Bazar, Kovur RTC Bus Stand Area, Kovur Main Road, Maruthi Nagar, Revenue Colony, Santhi Nagar, Kovur Railway Station Area, NGO Colony"
Butchireddypalem,Nellore,"Butchireddypalem Main Bazar, Butchireddypalem RTC Bus Stand Area, Kothapeta, Revenue Colony, Butchireddypalem Main Road, Butchireddypalem Police Station Road, NGO Colony, Butchireddypalem Railway Station Area, Santhi Nagar, Sai Nagar"
Kaluvoya,Nellore,"Kaluvoya Main Bazar, Kaluvoya RTC Bus Stand Area, Gandhi Nagar, Santhi Nagar, Kaluvoya Railway Station Area, Bhavani Nagar, Kaluvoya Police Station Road, Sai Nagar"
Rapur,Nellore,"Rapur Main Bazar, Rapur RTC Bus Stand Area, Sai Nagar, Rapur Police Station Road, Revenue Colony, Santhi Nagar, Rapur Railway Station Area, NGO Colony, Bhavani Nagar, Kothapeta"
Dakkili,Nellore,"Dakkili Main Bazar, Dakkili RTC Bus Stand Area, Santhi Nagar, Revenue Colony, Bhavani Nagar, Maruthi Nagar, Dakkili Railway Station Area, Dakkili Main Road, Dakkili Police Station Road, Kothapeta"
Sangam,Nellore,"Sangam Main Bazar, Sangam RTC Bus Stand Area, Bhavani Nagar, Maruthi Nagar, Sangam Railway Station Area, Gandhi Nagar, Sai Nagar, Sangam Police Station Road, NGO Colony, Sangam Main Road, Revenue Colony"
Chejerla,Nellore,"Chejerla Main Bazar, Chejerla RTC Bus Stand Area, NGO Colony, Chejerla Police Station Road, Sai Nagar, Chejerla Main Road, Maruthi Nagar, Santhi Nagar, Kothapeta, Bhavani Nagar, Chejerla Railway Station Area"
Anumasamudrampeta,Nellore,"Anumasamudrampeta Main Bazar, Anumasamudrampeta RTC Bus Stand Area, NGO Colony, Santhi Nagar, Kothapeta, Anumasamudrampeta Railway Station Area, Anumasamudrampeta Police Station Road, Sai Nagar, Gandhi Nagar"
Bogole,Nellore,"Bogole Main Bazar, Bogole RTC Bus Stand Area, Gandhi Nagar, Bogole Main Road, Kothapeta, Bhavani Nagar, Bogole Police Station Road, Maruthi Nagar, Revenue Colony, NGO Colony"
Jaladanki,Nellore,"Jaladanki Main Bazar, Jaladanki RTC Bus Stand Area, Maruthi Nagar, Jaladanki Police Station Road, Santhi Nagar, NGO Colony, Bhavani Nagar"
Kaligiri,Nellore,"Kaligiri Main Bazar, Kaligiri RTC Bus Stand Area, Sai Nagar, Revenue Colony, Maruthi Nagar"
Seetharamapuram,Nellore,"Seetharamapuram Main Bazar, Seetharamapuram RTC Bus Stand Area, Revenue Colony, Santhi Nagar, Seetharamapuram Police Station Road, Kothapeta, NGO Colony, Sai Nagar, Maruthi Nagar, Bhavani Nagar, Gandhi Nagar"
Tada,Nellore,"Tada Main Bazar, Tada RTC Bus Stand Area, Maruthi Nagar, Santhi Nagar, Sai Nagar, NGO Colony, Bhavani Nagar, Tada Railway Station Area, Tada Main Road"
Varikuntapadu,Nellore,"Varikuntapadu Main Bazar, Varikuntapadu RTC Bus Stand Area, Gandhi Nagar, Varikuntapadu Police Station Road, Bhavani Nagar, Varikuntapadu Main Road"
Venkatachalam,Nellore,"Venkatachalam Main Bazar, Venkatachalam RTC Bus Stand Area, Maruthi Nagar, Bhavani Nagar, Sai Nagar, Venkatachalam Main Road, Venkatachalam Railway Station Area, Kothapeta, Venkatachalam Police Station Road, Revenue Colony"
Bhimavaram,West Godavari,"Chinnamiram, Pedamiram, Gunupudi, ASR Nagar, Balusumoodi, Raayalam, Sri Rama Puram, Narasayyaagraharam, JP Road"
Narasapuram,West Godavari,"Narasapuram Main Bazar, Narasapuram RTC Bus Stand Area, Kothapeta, Narasapuram Police Station Road, Maruthi Nagar, NGO Colony, Gandhi Nagar, Revenue Colony, Narasapuram Main Road, Narasapuram Railway Station Area"
Tadepalligudem,West Godavari,"Ganesh Nagar, Subbarao Pet, Karri Satyavathi Nagar, PT Colony, Venkatasubaya Colony, APHB Colony, Sepayi Peta, Yatham Vari"
Tanuku,West Godavari,"Tanuku Main Bazar, Tanuku RTC Bus Stand Area, Santhi Nagar, Gandhi Nagar, NGO Colony, Tanuku Main Road, Maruthi Nagar, Tanuku Railway Station Area"
Palakollu,West Godavari,"Palakollu Main Bazar, Palakollu RTC Bus Stand Area, Maruthi Nagar, Palakollu Railway Station Area, Bhavani Nagar, NGO Colony, Santhi Nagar, Revenue Colony, Palakollu Main Road, Sai Nagar"
Akiveedu,West Godavari,"Akiveedu Main Bazar, Akiveedu RTC Bus Stand Area, Akiveedu Main Road, Gandhi Nagar, Santhi Nagar, NGO Colony"
Attili,West Godavari,"Attili Main Bazar, Attili RTC Bus Stand Area, Santhi Nagar, Kothapeta, Bhavani Nagar, Sai Nagar, Revenue Colony, Gandhi Nagar, Maruthi Nagar, Attili Police Station Road, Attili Railway Station Area"
Pentapadu,West Godavari,"Pentapadu Main Bazar, Pentapadu RTC Bus Stand Area, Pentapadu Railway Station Area, Revenue Colony, NGO Colony, Pentapadu Police Station Road, Santhi Nagar"
Undi,West Godavari,"Undi Main Bazar, Undi RTC Bus Stand Area, Gandhi Nagar, Santhi Nagar, Undi Police Station Road, Sai Nagar, Bhavani Nagar, NGO Colony, Undi Main Road, Revenue Colony, Undi Railway Station Area, Maruthi Nagar"
Kalla,West Godavari,"Kalla Main Bazar, Kalla RTC Bus Stand Area, NGO Colony, Kalla Railway Station Area, Gandhi Nagar, Kalla Police Station Road, Maruthi Nagar"
